"id","aidres_site_id","geom","site_name","nuts3_code","aidres_sector_name","production_route_name","product_type_name","method_type_name","prod_cap","prod_rate","utilization_rate","wp1_model_product_name"
"139",549,"0101000020E6100000B4FC659C2B6FFEBF69835D5ECA7B4240","LafargeHolcim España, S.A.U. - Carboneras (Almería)","ES611","Cement","Cement",NULL,"emission factor",NULL,"1126.532693",NULL,"cement"
"140",553,"0101000020E6100000EC29DE6D83EF03C081817BF9F8794240","Cemex España Operaciones, S.L.U. - Gádor (Almería)","ES611","Cement","Cement",NULL,"emission factor",NULL,"434.0738396",NULL,"cement"
"141",554,"0101000020E610000096A652FD940C13C060803E366EF34240","CEMENTOS COSMOS, S.A. - Córdoba (Córdoba)","ES613","Cement","Cement",NULL,"emission factor",NULL,"425.4338452",NULL,"cement"
"142",555,"0101000020E6100000E949F48D43B01AC0DEC199A95AAE4240","CEMENTOS COSMOS, S.A. - Niebla (Huelva)","ES615","Cement","Cement",NULL,"emission factor",NULL,"596.8805667",NULL,"cement"
"143",556,"0101000020E6100000687B4F406E7A11C0143BBFCD875C4240","Sociedad Financiera y Minera, S.A - Málaga (Málaga)","ES617","Cement","Cement",NULL,"emission factor",NULL,"1203.286937",NULL,"cement"
"144",560,"0101000020E6100000DD8F25BDB949EBBFF8568A2EB9AD4440","Comercial e Industrial Aries s.a. - LA PUEBLA DE ALBORTON (Zaragoza)","ES243","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"145",561,"0101000020E6100000E8ED19D35D23F9BF20BEA7CD93BE4440","DOLOMIAS DE ARAGON, S.L. - Mores (Zaragoza)","ES243","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"146",562,"0101000020E6100000EB73B515FBCBF7BFCDCCCCCCCCBC4440","Cemex España Operaciones, S.L.U. - Morata de Jalón (Zaragoza)","ES243","Cement","Cement",NULL,"emission factor",NULL,"587.316901",NULL,"cement"
"147",564,"0101000020E6100000033FAA61BF9717C0379F84E343B64540","Caleras de San Cucao, S.A. - Llanera (Asturias)","ES120","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"148",565,"0101000020E61000008E2BE400B06017C0AE5EF5DB32AE4540","Cementos Tudela Veguín SA - Tudela Veguín (Asturias)","ES120","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"149",566,"0101000020E6100000E9C946318ADF16C0FECF06054AC84540","Cementos Tudela Veguín SA - Aboño-Carreño (Asturias)","ES120","Cement","Cement",NULL,"emission factor",NULL,"944.0023103",NULL,"cement"
"150",567,"0101000020E610000034A7261CD5EC15C0A822707F898C4240","Andaluza de Cales, S.A. - Morón de la Frontera (Sevilla)","ES618","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"151",574,"0101000020E6100000545227A08930F8BFF1F62004E4754540","Magnesitas Navarras, S.A. - Zubiri","ES220","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"152",578,"0101000020E610000013F9895EA1D21DC00E188A856B594540","Magnesitas de Rubián, S.A. - O Incio","ES112","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"153",591,"0101000020E61000008EAF3DB32440CDBF3EEDF0D764794440","Industria de Transformaciones, SA - Calanda","ES242","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"154",596,"0101000020E6100000F8889812499415C0BD10C7BAB89D4340","Solaben Electricidad Uno, S.A. - Logrosán","ES432","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"155",597,"0101000020E61000007C2C7DE8823A15C0127BBDFBE39D4340","Solaben Electricidad Seis, S.A. - Logrosán","ES431","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"156",609,"0101000020E61000007923F3C81FAC09C0C3706F230AAC4540","DOLOMITAS DEL NORTE, S.A. - CASTRO URDIALES (Cantabria)","ES130","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"157",610,"0101000020E610000052B81E85EBD10BC020C6C03A8EAB4540","DOLOMITAS DEL NORTE, S.A. - VOTO (Cantabria)","ES130","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"158",611,"0101000020E6100000AB3FC23060A910C0E08618AF796F4540","CEMENTOS ALFA, S.A. - Mataporquera-Valdeolea (Cantabri","ES130","Cement","Cement",NULL,"emission factor",NULL,"541.8144555",NULL,"cement"
"159",614,"0101000020E6100000385442661D141BC095B2BC06D8464540","CEMENTOS COSMOS, S.A. - Toral de los Vados (León)","ES413","Cement","Cement",NULL,"emission factor",NULL,"734.7919468",NULL,"cement"
"160",615,"0101000020E6100000A16BBAF9A1DD11C065EDA5DF74F84440","Cementos Portland Valderrivas, S.A. - Venta de Baños (Palencia)","ES414","Cement","Cement",NULL,"emission factor",NULL,"416.1466498",NULL,"cement"
"161",616,"0101000020E6100000A3F5A6D8877B16C08979FB1818664540","Cementos Tudela Veguín SA - La Robla (León)","ES413","Cement","Cement",NULL,"emission factor",NULL,"1085.903382",NULL,"cement"
"162",617,"0101000020E610000033C170AE61060CC09AB67F65A59D4240","Cales Granada, S.A. - Huertor Santillán (Granada)","ES614","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"163",621,"0101000020E6100000F9F719170E040EC00084640113F84340","Cemex España Operaciones, S.L.U. - Castillejo-Añover (Toledo)","ES300","Cement","Cement",NULL,"emission factor",NULL,"316.8097862",NULL,"cement"
"164",622,"0101000020E6100000CD3B4ED1913C0FC093D79FC4E7004440","LafargeHolcim España, S.A.U. - Villaluenga de la Sagra (Toledo)","ES425","Cement","Cement",NULL,"emission factor",NULL,"950.8785737",NULL,"cement"
"165",628,"0101000020E6100000BFDF1E3AF3E10440CDF7A8BF5E1C4540","Cales de Llierca, SA - Argelaguer (Girona)","ES512","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"166",629,"0101000020E610000071732A1900EAFA3FBE029255B6AE4440","Cales de Pach, S.A. - Pacs del Penedes (Barcelona)","ES511","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"167",630,"0101000020E6100000823F57B66AD2FD3FDD32969F0AAB4440","Comercial e Industrial Aries s.a. - Olesa de Bonesvalls (Barcelona)","ES511","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"168",631,"0101000020E61000009696917A4FA506408B18761893004540","Cal Industrial, S.L - Girona (Girona)","ES512","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"169",632,"0101000020E6100000392BA226FAFCFF3FBF0F070951B44440","Cementos Molins Industrial,  S.A. - Sant Vicenç Dels Horts (Barcelon","ES511","Cement","Cement",NULL,"emission factor",NULL,"1564.0914",NULL,"cement"
"170",633,"0101000020E6100000507C6B161E6AE13F96085F4EBF494440","Cemex España Operaciones, S.L.U. - Alcanar (Tarragona)","ES514","Cement","Cement",NULL,"emission factor",NULL,"1149.634729",NULL,"cement"
"171",634,"0101000020E61000002668DD50427A01401BF5108DEEBC4440","LafargeHolcim España, S.A.U. - Montcada i Reixac (Barcelona)","ES511","Cement","Cement",NULL,"emission factor",NULL,"555.996872",NULL,"cement"
"172",635,"0101000020E61000003CDEE4B7E8E4FC3F8DCCD3145C9E4440","Cementos Portland Valderrivas, S.A. - Sitges (Barcelona)","ES511","Cement","Cement",NULL,"emission factor",NULL,"170.7746738",NULL,"cement"
"173",636,"0101000020E610000026A36F777B95FA3FA2DE4D5C33A84440","Cementos Portland Valderrivas, S.A. - Sta. Margarida i Els Monjos (Bar","ES511","Cement","Cement",NULL,"emission factor",NULL,"1501.329868",NULL,"cement"
"174",642,"0101000020E6100000291609B7C66913C07DE9F81EE4A24240","Calgov, S.A. - Estepa (Sevilla)","ES618","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"175",648,"0101000020E61000001464BAC61D25C9BFE51137024CE44340","Cales de la Plana, S.A. - Xilxes (Castellón)","ES522","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"176",649,"0101000020E61000009325299FD44DE1BFAE19DAA5B2304340","Cemex España Operaciones, S.L.U. - San Vicente de Raspeig (Alicante","ES521","Cement","Cement",NULL,"emission factor",NULL,"926.7424356",NULL,"cement"
"177",650,"0101000020E6100000D7F445E7A1DBE8BF7E39B35DA1B74340","Cemex España Operaciones, S.L.U. - Buñol (Valencia)","ES523","Cement","Cement",NULL,"emission factor",NULL,"978.3437935",NULL,"cement"
"178",651,"0101000020E6100000366D6BB015D9CFBF069BDFD517D54340","LafargeHolcim España, S.A.U. - Sagunto (Valencia)","ES523","Cement","Cement",NULL,"emission factor",NULL,"996.2303607",NULL,"cement"
"179",674,"0101000020E61000009B0DE83BAECC1DC0BF2B82FFAD5B4540","CEMENTOS COSMOS, S.A. - Oural (Lugo)","ES112","Cement","Cement",NULL,"emission factor",NULL,"219.2303433",NULL,"cement"
"180",681,"0101000020E61000003A30CA7DBCF106408772FD16F8D94340","Cemex España Operaciones, S.L.U. - Lloseta (Islas Baleares)","ES532","Cement","Cement",NULL,"emission factor",NULL,"251.213349",NULL,"cement"
"181",683,"0101000020E610000016496018554B0BC0E1270EA0DF234440","Cal de Castilla S.A. - Arganda del Rey (Madrid)","ES300","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"182",684,"0101000020E61000009E29745E63170BC0596E6935240E4440","Comercial e Industrial Aries S.A. - Colmejar de Oreja (Madrid)","ES300","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"183",685,"0101000020E610000079AF5A99F0CB0BC0F31FD26F5F1F4440","Cementos Portland Valderrivas, S.A. - Morata de Tajuña","ES300","Cement","Cement",NULL,"emission factor",NULL,"1068.701878",NULL,"cement"
"184",686,"0101000020E6100000767F06E5C77917C0671E0AB0D9AD4240","Cementos Portland Valderrivas, S.A. - Alcala de Guadaira (Sevilla)","ES618","Cement","Cement",NULL,"emission factor",NULL,"985.1072602",NULL,"cement"
"185",689,"0101000020E610000019856E409544FABF2A4888F205584540","Cal Industrial, S.L - Tiebas (Navarra)","ES220","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"186",690,"0101000020E6100000611E8D9EB68101C086D7E4DF1D714540","Cementos Portland Valderrivas, S.A. - Olazagutía (Navarra)","ES220","Cement","Cement",NULL,"emission factor",NULL,"519.6644867",NULL,"cement"
"187",692,"0101000020E6100000D4484BE5ED8800C0A5075A81218B4540","Calera de Alzo, SL - Altzo (Guipúzcoa)","ES212","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"188",693,"0101000020E610000054BEB1B15C3006C0B278FBBD5E9A4540","Cementos Lemona, S.A. - Lemoa (Vizcaya)","ES213","Cement","Cement",NULL,"emission factor",NULL,"735.5318304",NULL,"cement"
"189",694,"0101000020E61000008D47A98427F4FFBF7F976E1283A44540","Sociedad Financiera y Minera, S.A - Añorga (Guipúzcoa)","ES212","Cement","Cement",NULL,"emission factor",NULL,"447.2083506",NULL,"cement"
"190",695,"0101000020E6100000E63B9DD0901607C0370257C38F9A4540","Sociedad Financiera y Minera, S.A - Arrigorriaga (Vizcaya)","ES213","Cement","Cement",NULL,"emission factor",NULL,"526.3881195",NULL,"cement"
"191",710,"0101000020E6100000C1A673EA6FEE19C0828A4FA676304340","A.G. CEMENTOS BALBOA S.A. - ALCONERA (Badajoz)","ES431","Cement","Cement",NULL,"emission factor",NULL,"570.1615408",NULL,"cement"
"192",714,"0101000020E6100000ABEB504D497618C0111C977153554240","LafargeHolcim España, S.A.U. - Jerez de la Frontera (Cádiz)","ES612","Cement","Cement",NULL,"emission factor",NULL,"674.4306986",NULL,"cement"
"193",714,"0101000020E6100000ABEB504D497618C0111C977153554240","LafargeHolcim España, S.A.U. - Jerez de la Frontera (Cádiz)","ES612","Cement","soda",NULL,"reported","1000",NULL,NULL,"not included in blue-print model"
"194",722,"0101000020E6100000AA036A7B057D3840BDDD6AE7C52B5040","Nordkalk Oy Ab - Raahe","FI1D9","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"195",723,"0101000020E61000004A9FC728CF103840803B9A3457214E40","Nordkalk Oy Ab - Lohja","FI1B1","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"196",724,"0101000020E6100000DF84FDE8E527384014E5AAC39B705040","SMA MINERAL OY - Tornio","FI1D7","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"197",734,"0101000020E610000030D80DDB162D3C4072E1404816844E40","Finnsementti Oy - Lappeenranta","FI1C5","Cement","Cement",NULL,"emission factor",NULL,"547.6787033",NULL,"cement"
"198",735,"0101000020E6100000C29A1430CB483640C4978922A4244E40","Finnsementti Oy - Parainen","FI1C1","Cement","Cement",NULL,"emission factor",NULL,"831.0643673",NULL,"cement"
"199",739,"0101000020E61000000F3C1EE9C20A3D40DEAE97A608F94E40","Nordkalk Oy Ab - Savonlinna","FI1D1","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"200",740,"0101000020E61000006D40F50F224D3640D4C226D7B9264E40","Nordkalk Oy Ab - Parainen","FI1C1","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"201",745,"0101000020E610000094A300513063C1BF8375DD00D8674740","CIMENTS CALCIA - AIRVAULT","FRI33","Cement","Cement",NULL,"emission factor",NULL,"820.2607261",NULL,"cement"
"202",747,"0101000020E61000006BD44334BA83D7BFD97926EABB9C4640","CIMENTS CALCIA - Bussac-Forêt","FRI32","Cement","Cement",NULL,"emission factor",NULL,"662.1342753",NULL,"cement"
"203",748,"0101000020E61000009D972FD406ECF63FEAB9E067B7524740","LHOIST FRANCE OUEST - Saint Gaultier","FRB03","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"204",750,"0101000020E6100000693DD7529B13D53F41DC30653BCB4740","CIMENTS CALCIA - Villiers-au-Bouin","FRB04","Cement","Cement",NULL,"emission factor",NULL,"377.5240173",NULL,"cement"
"205",752,"0101000020E61000008946D2C9AD040840760EAF35A58A4740","CIMENTS CALCIA - BEFFES","FRB01","Cement","Cement",NULL,"emission factor",NULL,"526.1487222",NULL,"cement"
"206",753,"0101000020E6100000A2629CBF09E51540ECC039234AA34640","CARRIERES ET CHAUX BALTHAZARD ET COTTE - POLIENAS","FRK24","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"207",757,"0101000020E610000002F8020EFC83D1BFA09AE7887C9C4840","CIMENTS CALCIA - RANVILLE","FRD11","Cement","Cement",NULL,"emission factor",NULL,"450.5796325",NULL,"cement"
"208",762,"0101000020E61000005F718280C6660B404A9FB18A92204740","VICAT - CRECHY","FRK11","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"209",786,"0101000020E6100000FA27B85851C31240269D9D0C8E424640","IMERYS ALUMINATE SA - LE TEIL","FRK22","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"210",787,"0101000020E6100000678819D0C1E11340929F4E1EBBB64540","IMERYS ALUMINATE SA - FOS-SUR-MER","FRL04","Cement","Cement",NULL,"emission factor",NULL,"273.3680505",NULL,"cement"
"211",788,"0101000020E61000000C79A10C970D0240C7677BB26A844940","IMERYS ALUMINATE SA - MARDYCK","FRE11","Cement","Cement",NULL,"emission factor",NULL,"249.3537802",NULL,"cement"
"212",789,"0101000020E610000052FF6A1F3C0417400684D6C397AE4640","VICAT - St Laurent du Pont","FRK24","Cement","Cement",NULL,"emission factor",NULL,"34.34345519",NULL,"cement"
"213",815,"0101000020E6100000D7CA3AD2CF421240B4F1214D61624840","CIMENTS CALCIA - VITRY-LE-FRANCOIS","FRF23","Cement","Cement",NULL,"emission factor",NULL,"1095.261569",NULL,"cement"
"214",827,"0101000020E61000009B745B2217341640C14E61003C914740","EQIOM - Rochefort sur Nenon","FRC22","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"215",830,"0101000020E6100000497C934B880613402930534953524640","CIMENTS CALCIA - CRUAS","FRK22","Cement","Cement",NULL,"emission factor",NULL,"154.6084543",NULL,"cement"
"216",831,"0101000020E61000003B1DC87A6A0D1340976032FA76544640","LAFARGEHOLCIM CIMENTS - Cruas","FRK22","Cement","Cement",NULL,"emission factor",NULL,"79.02989908",NULL,"cement"
"217",833,"0101000020E610000019575C1C95C312400A0D7448C5424640","LAFARGEHOLCIM CIMENTS - Le Teil","FRK22","Cement","Cement",NULL,"emission factor",NULL,"861.9150672",NULL,"cement"
"218",834,"0101000020E61000009E23F25D4AAD154003024DDFC6E64640","VICAT - MONTALIEU-VERCIEU","FRK24","Cement","Cement",NULL,"emission factor",NULL,"1158.413551",NULL,"cement"
"219",836,"0101000020E6100000E40A94B99EAD1640365B79C9FF9D4640","VICAT - Saint EGREVE","FRK24","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"220",838,"0101000020E6100000D65CC9E9463B15405D50EA8145D94640","EUROPEENNE DES CHAUX ET LIANTS- ECL - Trept","FRK24","Cement","Cement",NULL,"emission factor",NULL,"92.515421",NULL,"cement"
"221",839,"0101000020E610000032022A1C41121740B9CBD9965C884640","VICAT - VIZILLE","FRK24","Cement","Cement",NULL,"emission factor",NULL,"5.682037678",NULL,"cement"
"222",845,"0101000020E6100000B612BA4BE2A412401EF175638BEE4640","LAFARGEHOLCIM CIMENTS - Lozanne","FRK26","Cement","Cement",NULL,"emission factor",NULL,"415.148438",NULL,"cement"
"223",848,"0101000020E6100000546B065D67801640C581469F45AA4640","CARRIERES ET CHAUX BALTHAZARD ET COTTE - LA BUISSE","FRK24","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"224",856,"0101000020E6100000F3FBA314196A1840BEED5EEE93484840","VICAT - XEUILLEY","FRF31","Cement","Cement",NULL,"emission factor",NULL,"475.9190674",NULL,"cement"
"225",857,"0101000020E6100000FE4811195689154049A12C7C7D8C4840","CARRIERES ET FOURS A CHAUX DE DUGNY - DUGNY sur MEUSE","FRF32","Cement","Cement",NULL,"emission factor",NULL,"569.5955851",NULL,"cement"
"226",860,"0101000020E6100000F7A0568792DF1B40CBAF3BDD79584840","EQIOM - Heming","FRF33","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"227",865,"0101000020E6100000DE5A817C64B61640A53B495FAD5B4840","SOCIETE DES FOURS A CHAUX DE SORCY - SORCY","FRF32","Cement","Cement",NULL,"emission factor",NULL,"457.9492831",NULL,"cement"
"228",866,"0101000020E6100000845671F4428BF0BF2015C039C80D4840","LAFARGEHOLCIM CIMENTS - Saint Pierre La Cour","FRG03","Cement","Cement",NULL,"emission factor",NULL,"1355.224948",NULL,"cement"
"229",868,"0101000020E610000067C17A922A40DEBF20AD7B759F144840","LHOIST FRANCE OUEST - EVRON CEDEX","FRG03","Cement","Lime",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"230",869,"0101000020E6100000849CF7FF71C2DEBF090D198F52054840","PIGEON CHAUX - Vaiges","FRG03","Cement","Cement",NULL,"emission factor",NULL,"51.75280532",NULL,"cement"
"231",870,"0101000020E610000086C954C1A84C1D403231A715F0E54540","LAFARGEHOLCIM CIMENTS - Contes Cedex","FRL03","Cement","Cement",NULL,"emission factor",NULL,"332.0046127",NULL,"cement"
"232",871,"0101000020E6100000B7C4DB943C801D40177C4A2943E54540","VICAT - BLAUSASC","FRL03","Cement","Cement",NULL,"emission factor",NULL,"629.0296124",NULL,"cement"
